 Sample   Time     Commanded Pos   Encoder 2 Pos   Control Effort
  2154    7.629        -32.1875        225.3125         -0.3144;
  2155    7.632        -31.4063        213.5000         -0.3071;
  2156    7.636        -30.6563        201.4375         -0.2998;
  2157    7.639        -29.8750        189.4688         -0.2918;
  2158    7.643        -29.0625        177.1563         -0.2839;
  2159    7.646        -28.2813        165.1250         -0.2766;
  2160    7.650        -27.4688        152.5625         -0.2686;
  2161    7.654        -26.6563        140.3750         -0.2607;
  2162    7.657        -25.8125        127.3750         -0.2521;
  2163    7.661        -25.0000        114.9063         -0.2442;
  2164    7.664        -24.1563        102.0000         -0.2363;
  2165    7.668        -23.3125         89.3125         -0.2277;
  2166    7.671        -22.4375         76.7188         -0.2192;
  2167    7.675        -21.5625         63.2188         -0.2106;
  2168    7.678        -20.7188         50.3125         -0.2027;
  2169    7.682        -19.8438         37.4063         -0.1941;
